Lambda,Error,
0.0040936,6288.33971323,
0.004093800000000001,6288.33980224,
0.004094,6288.33989145,
0.0040942,6288.33998085,
0.004094400000000001,6288.34007046,
0.0040946,6288.34016027,
0.0040948,6288.34025027,
0.0040950000000000005,6288.34034048,
0.0040952,6288.34043089,
0.004095400000000001,6288.3405215,
0.0040956000000000005,6288.34061231,
0.0040958,6288.34070332,
0.004096000000000001,6288.34079452,
0.0040962,6288.34088593,
0.0040964,6288.34097754,
0.004096600000000001,6288.34106935,
0.0040968,6288.34116136,
0.004097,6288.34125358,
0.0040972000000000005,6288.34134599,
0.0040974,6288.3414386,
0.004097600000000001,6288.34153141,
0.0040978,6288.34162442,
0.004098,6288.34171764,
0.004098200000000001,6288.34181105,
0.0040984,6288.34190467,
0.0040986,6288.34199848,
0.0040988000000000005,6288.3420925,
0.004099,6288.34218672,
0.004099200000000001,6288.34228113,
0.0040994000000000004,6288.34237575,
0.0040996,6288.34247057,
0.004099800000000001,6288.34256559,
